Date,Date,Move Up,Confiance up,Move Down,Confiance Down,Actual,Actual.S,Open.S,DMP_CP
2018-07-30,2018-07-30,1,75.49539,0,0.16327798,1779.219970703125,1773.4989,1786.489990234375,99.56838
2018-07-31,2018-07-31,1,99.789795,0,0.005799532,1777.43994140625,1798.2777,1784.0,99.98838
2018-08-01,2018-08-01,1,99.97974,0,0.014561415,1797.1700439453125,1830.0833,1788.77001953125,99.97087
2018-08-02,2018-08-02,0,7.9414964,0,5.7067633,1834.3299560546875,1822.5045,1837.739990234375,16.373758
2018-08-03,2018-08-03,1,99.87099,0,0.08144975,1823.2900390625,1848.5149,1825.81005859375,99.83702
2018-08-06,2018-08-06,1,99.87715,0,0.06464422,1847.75,1861.4978,1854.530029296875,99.870636
2018-08-07,2018-08-07,1,99.971214,0,0.023585558,1862.47998046875,1881.4631,1861.0,99.952835
2018-08-08,2018-08-08,1,99.76552,0,0.026839972,1886.52001953125,1900.1049,1882.0,99.946205
2018-08-09,2018-08-09,1,92.52246,0,7.2037816,1898.52001953125,1888.0032,1888.510009765625,85.55289
2018-08-10,2018-08-10,1,99.27462,0,0.07097721,1886.300048828125,1899.8364,1898.5,99.85711
2018-08-13,2018-08-13,1,91.43673,0,0.088611245,1896.199951171875,1919.6256,1919.3900146484373,99.80637
2018-08-14,2018-08-14,0,1.6480803,1,77.33774,1919.6500244140625,1878.6641,1909.550048828125,-95.8269
2018-08-15,2018-08-15,1,94.11971,0,0.004348159,1882.6199951171875,1899.815,1903.93994140625,99.99076
2018-08-16,2018-08-16,1,57.29954,0,0.2322495,1886.52001953125,1885.3104,1885.800048828125,99.19262
2018-08-17,2018-08-17,0,38.14127,0,0.039038062,1882.219970703125,1873.6346,1890.5699462890625,99.795494
2018-08-20,2018-08-20,1,55.734432,0,0.0011444092,1876.7099609375,1881.4514,1880.0,99.995895
2018-08-21,2018-08-21,1,81.12971,0,0.00019073486,1883.4200439453125,1899.8364,1876.6400146484373,99.99953
2018-08-22,2018-08-22,0,19.986477,0,0.927642,1904.9000244140625,1899.8364,1907.1700439453125,91.12903
2018-08-23,2018-08-23,1,97.14454,0,0.06990731,1902.9000244140625,1912.6312,1910.510009765625,99.85618
2018-08-24,2018-08-24,1,99.27982,0,0.011062622,1905.3900146484373,1912.6312,1915.0,99.977715
2018-08-27,2018-08-27,1,91.75926,0,0.06271899,1927.6800537109373,1926.7153,1937.72998046875,99.86339
2018-08-28,2018-08-28,1,99.99045,0,6.854534e-05,1932.8199462890625,1986.4753,1953.449951171875,99.99986
2018-08-29,2018-08-29,0,33.717197,0,0.35165548,1998.0999755859373,1994.0035,1997.4200439453125,97.93563
2018-08-30,2018-08-30,1,78.35842,0,0.26766062,2002.3800048828125,2008.5045,2007.0,99.31915
2018-08-31,2018-08-31,1,73.28502,0,1.014334,2012.7099609375,2008.5045,2026.5,97.2696
2018-09-04,2018-09-04,0,0.45201182,1,96.711296,2039.510009765625,1995.6328,2038.1099853515625,-99.06958
2018-09-05,2018-09-05,0,3.1776905,1,51.673817,1994.8199462890625,1965.3308,2006.510009765625,-88.41347
2018-09-06,2018-09-06,1,60.298832,0,0.08461177,1958.31005859375,1962.2107,1938.7099609375,99.71976
2018-09-07,2018-09-07,0,31.31717,1,75.60711,1952.0699462890625,1940.6884,1971.0,-41.42178
2018-09-10,2018-09-10,1,98.40435,0,0.0048696995,1939.010009765625,1986.4753,1928.27001953125,99.990105
2018-09-11,2018-09-11,0,0.12070835,0,0.039070845,1987.1500244140625,1982.1455,1994.0,51.093952
2018-09-12,2018-09-12,1,54.87376,0,0.3105402,1990.0,1994.0035,2000.0,98.87454
2018-09-13,2018-09-13,0,13.697353,0,12.423828,1989.8699951171875,1971.2708,1992.9300537109373,4.87545
2018-09-14,2018-09-14,0,15.264392,0,29.431412,1970.18994140625,1929.9338,1954.72998046875,-31.696531
2018-09-17,2018-09-17,1,99.97815,0,0.0018835068,1908.030029296875,1931.6704,1918.6500244140625,99.99623
2018-09-18,2018-09-18,1,69.30801,0,29.731468,1941.050048828125,1929.3953,1940.5,39.960365
2018-09-19,2018-09-19,1,99.64593,0,0.31508207,1926.4200439453125,1931.9507,1938.5799560546875,99.3696
2018-09-20,2018-09-20,1,96.78597,0,3.5674512,1944.300048828125,1940.6884,1954.219970703125,92.89023
2018-09-21,2018-09-21,1,99.96829,0,0.03015101,1915.010009765625,1931.6704,1903.7900390625,99.9397
2018-09-24,2018-09-24,1,98.93247,0,0.012207031,1934.3599853515625,1951.8103,1942.9000244140625,99.97533
2018-09-25,2018-09-25,1,84.17738,0,0.8081943,1974.550048828125,1973.6007,1968.5,98.09804
2018-09-26,2018-09-26,1,99.791695,0,0.04402697,1974.8499755859373,1994.0035,1993.239990234375,99.9118
2018-09-27,2018-09-27,1,55.26514,0,0.013837218,2012.97998046875,2008.5045,2004.4100341796875,99.94994
2018-09-28,2018-09-28,0,39.239414,0,0.04707277,2003.0,1995.6328,2021.989990234375,99.76036
2018-10-01,2018-10-01,0,0.8996457,0,10.402224,2004.3599853515625,1971.8308,1999.989990234375,-84.079704
2018-10-02,2018-10-02,0,17.993364,0,16.309225,1971.31005859375,1956.0538,1981.699951171875,4.909656
2018-10-03,2018-10-03,0,2.862701,1,90.5442,1952.760009765625,1929.9338,1949.0,-93.870476
2018-10-04,2018-10-04,0,5.5963516,1,83.262886,1909.4200439453125,1885.8855,1917.989990234375,-87.40401
2018-10-05,2018-10-05,0,1.1298269,1,92.94997,1889.6500244140625,1854.9739,1874.0,-97.598145
2018-10-08,2018-10-08,0,11.77597,0,1.4457226,1864.4200439453125,1855.6365,1859.989990234375,78.13105
2018-10-09,2018-10-09,0,0.00030994415,1,99.99985,1870.3199462890625,1767.517,1857.8900146484373,-99.999374
2018-10-10,2018-10-10,0,4.34576,1,99.57675,1755.25,1723.6412,1724.0,-91.63654
2018-10-11,2018-10-11,1,99.9998,0,0.0,1719.3599853515625,1795.1821,1808.0,100.0
2018-10-12,2018-10-12,0,46.662865,0,24.655052,1788.6099853515625,1765.5979,1795.0,30.858744
2018-10-15,2018-10-15,1,99.99804,0,0.00040531158,1760.949951171875,1818.6946,1783.5,99.99919
2018-10-16,2018-10-16,1,99.3276,0,0.040751696,1819.9599609375,1829.6454,1842.7900390625,99.917984
2018-10-17,2018-10-17,0,0.07659793,1,79.30384,1831.72998046875,1772.7806,1821.489990234375,-99.80701
2018-10-18,2018-10-18,1,63.28051,0,0.17109811,1770.719970703125,1766.794,1785.1600341796875,99.4607
2018-10-19,2018-10-19,1,99.87093,0,0.0063866377,1764.030029296875,1794.2036,1784.0,99.98721
2018-10-22,2018-10-22,0,26.560629,1,85.49042,1789.300048828125,1775.7758,1742.239990234375,-52.591908
2018-10-23,2018-10-23,0,1.4901161e-05,1,100.0,1768.699951171875,1677.1312,1773.699951171875,-99.99997
2018-10-24,2018-10-24,1,100.0,0,0.0,1664.199951171875,1774.411,1703.3399658203125,100.0
2018-10-25,2018-10-25,0,0.0,1,99.99947,1782.1700439453125,1655.3378,1649.5899658203125,-100.0
2018-10-26,2018-10-26,0,0.0,1,100.0,1642.81005859375,1537.1855,1660.0,-100.0
2018-10-29,2018-10-29,0,0.027120113,1,66.67392,1538.8800048828125,1530.8406,1486.1600341796875,-99.91868
2018-10-30,2018-10-30,1,100.0,0,0.01321733,1530.4200439453125,1590.5353,1569.989990234375,99.97358
2018-10-31,2018-10-31,1,99.99701,0,0.015366077,1598.010009765625,1654.7402,1623.530029296875,99.96928
2018-11-01,2018-11-01,0,2.3363411,0,0.41141212,1665.530029296875,1663.1921,1678.5899658203125,70.05466
2018-11-02,2018-11-02,1,51.787846,0,3.9702356,1665.530029296875,1659.0073,1657.5699462890625,85.75907
2018-11-05,2018-11-05,1,99.98478,0,0.028803945,1627.800048828125,1642.1951,1618.3499755859375,99.942406
2018-11-06,2018-11-06,1,99.999756,0,0.0019967556,1642.81005859375,1699.895,1673.0,99.996
2018-11-07,2018-11-07,0,0.40260255,0,0.032055378,1755.489990234375,1769.9071,1755.0,85.2503
2018-11-08,2018-11-08,0,8.453092,1,98.58749,1754.9100341796875,1707.636,1732.5,-84.20581
2018-11-09,2018-11-09,0,0.6351203,1,99.84674,1712.4300537109375,1661.7021,1698.239990234375,-98.735855
2018-11-12,2018-11-12,0,25.47012,0,0.07075071,1636.8499755859375,1635.692,1649.2900390625,99.44598
2018-11-13,2018-11-13,0,14.659182,0,22.847351,1631.1700439453125,1620.01,1656.3199462890625,-21.831318
2018-11-14,2018-11-14,1,99.02549,0,0.040486455,1599.010009765625,1620.01,1581.010009765625,99.91826
2018-11-15,2018-11-15,0,0.44593513,0,44.695255,1619.43994140625,1595.0527,1587.5,-98.02427
2018-11-16,2018-11-16,0,0.07441938,1,99.94191,1593.4100341796875,1542.8654,1577.010009765625,-99.85119
2018-11-19,2018-11-19,0,0.15087724,1,94.762,1512.2900390625,1497.5925,1437.5,-99.68207
2018-11-20,2018-11-20,1,99.96722,0,9.536743e-05,1495.4599609375,1519.0973,1542.989990234375,99.9998
2018-11-21,2018-11-21,0,0.10706782,1,90.98136,1516.72998046875,1500.6166,1517.0,-99.76491
2018-11-23,2018-11-23,1,99.99379,0,0.0017881393,1502.06005859375,1569.0525,1539.0,99.99643
2018-11-26,2018-11-26,0,2.7323544,0,0.6801307,1581.3299560546875,1569.0906,1575.989990234375,60.138683
2018-11-27,2018-11-27,1,99.99981,0,5.364418e-05,1581.4200439453125,1645.2902,1613.9200439453125,99.99989
2018-11-28,2018-11-28,0,8.215276,0,0.0012248755,1677.75,1663.1921,1674.989990234375,99.97019
2018-11-29,2018-11-29,1,99.99666,0,0.0008046627,1673.5699462890625,1691.4465,1679.5,99.9984
2018-11-30,2018-11-30,1,99.998245,0,0.0013649464,1690.1700439453125,1726.5887,1769.4599609375,99.99727
2018-12-03,2018-12-03,0,0.038465858,1,99.85841,1772.3599853515625,1677.1312,1756.0,-99.92298
2018-12-04,2018-12-04,1,99.59763,0,0.0,1668.4000244140625,1700.2222,1614.8699951171875,100.0
2018-12-06,2018-12-06,0,1.4901161e-05,1,99.764786,1699.18994140625,1632.0698,1705.0699462890625,-99.99997
2018-12-07,2018-12-07,1,99.25433,0,8.940697e-06,1629.1300048828125,1641.305,1623.8399658203125,99.999985
2018-12-10,2018-12-10,0,31.194586,0,0.000667572,1641.030029296875,1642.41,1678.0,99.99572
2018-12-11,2018-12-11,1,98.94569,0,0.0,1643.239990234375,1675.4457,1669.0,100.0
2018-12-12,2018-12-12,0,7.724163,0,0.0049859285,1663.5400390625,1668.6,1680.0,99.87099
2018-12-13,2018-12-13,0,0.01116395,1,74.40095,1658.3800048828125,1601.8828,1638.0,-99.97
2018-12-14,2018-12-14,0,5.6624413e-05,1,99.42496,1591.9100341796875,1523.708,1566.0,-99.99989
2018-12-17,2018-12-17,1,99.990265,0,0.0013232231,1520.9100341796875,1550.9673,1540.0,99.99736
2018-12-18,2018-12-18,0,0.015345216,1,99.936966,1551.47998046875,1503.4277,1543.050048828125,-99.9693
2018-12-19,2018-12-19,0,0.047174096,1,99.80507,1495.0799560546875,1466.4702,1484.0,-99.90552
2018-12-20,2018-12-20,0,7.4505806e-05,1,99.99982,1460.8299560546875,1384.2152,1464.989990234375,-99.99985
2018-12-21,2018-12-21,0,13.690892,0,25.494694,1377.449951171875,1384.2152,1346.0,-30.122816
2018-12-24,2018-12-24,1,99.998055,0,5.6624413e-05,1343.9599609375,1451.7654,1368.8900146484375,99.99989
2018-12-26,2018-12-26,0,0.005313754,1,89.38296,1470.9000244140625,1444.7737,1454.199951171875,-99.98812
2018-12-27,2018-12-27,1,99.55046,0,0.03514886,1461.6400146484375,1471.7511,1473.3499755859375,99.92941
2018-12-28,2018-12-28,1,99.77067,0,0.05327165,1478.02001953125,1500.0254,1510.800048828125,99.89328
2018-12-31,2018-12-31,1,99.99119,0,0.0040113926,1501.969970703125,1537.373,1465.199951171875,99.991974
2019-01-02,2019-01-02,0,0.0056654215,1,93.69845,1539.1300048828125,1498.2506,1520.010009765625,-99.9879
2019-01-03,2019-01-03,1,84.443146,0,0.06594956,1500.280029296875,1525.1929,1530.0,99.843925
2019-01-04,2019-01-04,1,99.99854,0,3.2782555e-05,1575.3900146484375,1624.9705,1602.31005859375,99.99994
2019-01-07,2019-01-07,1,99.93536,0,0.001347065,1629.510009765625,1663.1921,1664.68994140625,99.9973
2019-01-08,2019-01-08,0,47.801064,0,0.35918355,1656.5799560546875,1650.7563,1652.97998046875,98.50838
2019-01-09,2019-01-09,0,5.961141,0,5.8065863,1659.4200439453125,1648.9,1641.010009765625,1.3133789
2019-01-10,2019-01-10,0,3.411001,0,24.559185,1656.219970703125,1641.0701,1640.550048828125,-75.60974
2019-01-11,2019-01-11,0,10.802317,1,72.44833,1640.56005859375,1626.53,1615.0,-74.0487
2019-01-14,2019-01-14,1,99.88455,0,0.00028312206,1617.2099609375,1662.39,1632.0,99.999435
2019-01-15,2019-01-15,1,99.71922,0,2.682209e-05,1674.56005859375,1699.895,1684.219970703125,99.99994
2019-01-16,2019-01-16,1,98.42416,0,0.057920814,1683.780029296875,1692.9761,1680.0,99.88237
2019-01-17,2019-01-17,0,44.87008,0,0.016489625,1693.219970703125,1694.4615,1712.0,99.92652
2019-01-18,2019-01-18,0,1.6437471,0,20.404968,1696.199951171875,1653.1709,1681.0,-85.08986
2019-01-22,2019-01-22,0,19.719065,0,0.0038325787,1632.1700439453125,1640.8,1656.0,99.96114
2019-01-23,2019-01-23,1,99.64099,0,0.023135543,1640.02001953125,1655.6934,1641.0699462890625,99.95358
2019-01-24,2019-01-24,1,96.561646,0,2.3136945,1654.9300537109375,1655.6934,1670.5,95.31997
2019-01-25,2019-01-25,1,71.88679,0,14.014092,1670.5699462890625,1653.0259,1643.5899658203125,67.37148
2019-01-28,2019-01-28,1,72.5427,0,5.1427155,1637.8900146484375,1619.37,1631.27001953125,86.760155
2019-01-29,2019-01-29,1,99.99915,0,0.00015497208,1593.8800048828125,1662.6523,1623.0,99.999695
2019-01-30,2019-01-30,1,99.46855,0,0.016745925,1670.4300537109375,1699.895,1692.8499755859375,99.96634
2019-01-31,2019-01-31,0,0.0014573336,1,74.04097,1718.72998046875,1655.3378,1638.8800048828125,-99.99606
2019-02-01,2019-02-01,0,42.181633,0,0.033038855,1626.22998046875,1636.2614,1623.0,99.843475
2019-02-04,2019-02-04,1,99.7159,0,0.020992756,1633.31005859375,1662.39,1643.3399658203125,99.95789
2019-02-05,2019-02-05,0,39.02627,1,91.65317,1658.81005859375,1640.5023,1670.75,-40.271748
2019-02-06,2019-02-06,0,0.5504072,1,99.96376,1640.260009765625,1601.8828,1625.0,-98.904816
2019-02-07,2019-02-07,0,31.681973,0,48.283203,1614.3699951171875,1617.8116,1586.0,-20.760574
2019-02-08,2019-02-08,0,34.857254,0,2.6639671,1588.219970703125,1585.5767,1600.97998046875,85.80021
2019-02-11,2019-02-11,1,96.77365,0,0.4241526,1591.0,1616.1334,1604.0,99.127235
2019-02-12,2019-02-12,0,6.7935376,0,0.4009664,1638.010009765625,1640.79,1647.0,88.853546
2019-02-13,2019-02-13,0,2.4552107,1,56.246174,1640.0,1619.37,1624.5,-91.63491
2019-02-14,2019-02-14,1,59.9939,0,5.763805,1622.6500244140625,1617.8116,1627.8599853515625,82.46957
2019-02-15,2019-02-15,1,98.33752,0,0.2473563,1607.949951171875,1617.8116,1601.0,99.49819
2019-02-19,2019-02-19,1,56.38827,0,1.0883838,1627.5799560546875,1617.8116,1630.0,96.21278
2019-02-20,2019-02-20,0,35.911835,0,0.73349476,1622.0999755859375,1617.8116,1619.8499755859375,95.996796
2019-02-21,2019-02-21,1,96.48895,0,0.046676397,1619.43994140625,1632.6768,1623.5,99.9033
2019-02-22,2019-02-22,0,44.546448,0,0.006237626,1631.56005859375,1634.7334,1641.449951171875,99.972
2019-02-25,2019-02-25,0,8.67615,0,0.0006020069,1633.0,1638.6523,1625.97998046875,99.98613
2019-02-26,2019-02-26,0,14.744652,0,0.00032186508,1636.4000244140625,1641.01,1628.1800537109375,99.99563
2019-02-27,2019-02-27,1,64.3976,0,0.005465746,1641.0899658203125,1641.01,1635.25,99.98304
2019-02-28,2019-02-28,1,97.22101,0,0.0125437975,1639.8299560546875,1662.39,1655.1300048828125,99.974205
2019-03-01,2019-03-01,1,99.58155,0,0.0102669,1671.72998046875,1694.4465,1685.0,99.97938
2019-03-04,2019-03-04,1,77.561066,0,0.79583824,1696.1700439453125,1692.9761,1702.949951171875,97.96869
2019-03-05,2019-03-05,0,13.390907,0,7.480469,1692.4300537109375,1674.061,1695.969970703125,28.318394
2019-03-06,2019-03-06,0,16.868666,0,9.434292,1668.949951171875,1653.0259,1667.3699951171875,28.264404
2019-03-07,2019-03-07,0,33.474056,0,0.19759238,1625.949951171875,1626.53,1604.010009765625,98.82635
2019-03-08,2019-03-08,1,99.99483,0,0.0006735325,1620.800048828125,1662.6523,1626.1199951171875,99.99866
2019-03-11,2019-03-11,0,32.396614,0,5.600083,1670.6199951171875,1657.3401,1669.0,70.52332
2019-03-12,2019-03-12,1,99.84391,0,0.06954968,1673.0999755859375,1691.6454,1683.0,99.86078
2019-03-13,2019-03-13,1,91.75402,0,0.20539165,1690.81005859375,1687.6444,1691.199951171875,99.5533
2019-03-14,2019-03-14,1,99.9798,0,0.00090301037,1686.219970703125,1715.7186,1703.0,99.9982
2019-03-15,2019-03-15,1,99.493744,0,0.0048726797,1712.3599853515625,1722.8665,1712.699951171875,99.990204
2019-03-18,2019-03-18,1,99.98018,0,0.002861023,1742.1500244140625,1767.8574,1753.510009765625,99.99428
2019-03-19,2019-03-19,1,99.98324,0,0.0026643276,1761.8499755859375,1796.3508,1769.93994140625,99.994675
2019-03-20,2019-03-20,1,99.94069,0,0.013995171,1797.27001953125,1818.307,1796.260009765625,99.972
2019-03-21,2019-03-21,0,11.757642,1,94.44884,1819.260009765625,1762.9896,1810.1700439453125,-77.858894
2019-03-22,2019-03-22,1,97.792305,0,0.04388988,1764.77001953125,1774.9583,1757.7900390625,99.91028
2019-03-25,2019-03-25,1,95.96145,0,0.02874434,1774.260009765625,1788.6108,1793.0,99.9401
2019-03-26,2019-03-26,0,44.388515,0,13.688106,1783.760009765625,1767.2546,1784.1300048828125,52.861904
2019-03-27,2019-03-27,1,78.351425,0,0.0057071447,1765.699951171875,1771.8324,1770.0,99.985435
2019-03-28,2019-03-28,1,79.251076,0,0.00056922436,1773.4200439453125,1782.8344,1786.5799560546875,99.99856
2019-03-29,2019-03-29,1,97.67104,0,0.0,1780.75,1815.0281,1800.1099853515625,100.0
2019-04-01,2019-04-01,1,59.806137,0,0.03681779,1814.18994140625,1814.2096,1811.02001953125,99.876945
2019-04-02,2019-04-02,1,87.350395,0,0.0069081783,1813.97998046875,1820.0903,1826.719970703125,99.98419
2019-04-03,2019-04-03,1,88.05565,0,0.098377466,1820.699951171875,1817.9529,1820.6500244140625,99.7768
2019-04-04,2019-04-04,1,99.81301,0,0.02360642,1818.8599853515625,1832.6874,1829.0,99.95271
2019-04-05,2019-04-05,1,99.882164,0,0.031006336,1837.280029296875,1850.261,1833.22998046875,99.937935
2019-04-08,2019-04-08,1,96.03759,0,0.9478867,1849.8599853515625,1841.3749,1845.489990234375,98.04531
